ID,event_id,mortality_signal
NY-2023-54,27507217628,0
NY-2023-54,27507217638,0
NY-2023-54,27507217646,0
VT-2022-32,24128612775,0
VT-2022-32,24128612778,0
VT-2022-32,24128612786,0
VT-2022-32,24128612799,0
VT-2022-32,24128612804,0
VT-2022-32,24128612814,0
VT-2022-32,24143139967,0
VT-2022-32,24143139980,0
VT-2022-32,24153664044,0
VT-2022-32,24153664061,0
VT-2022-32,24179012065,0
VT-2022-32,24179012080,0
VT-2022-32,24184523501,0
VT-2022-32,24184523514,0
VT-2022-32,24223102842,0
VT-2022-32,24223102846,1
VT-2022-32,24223102854,1
VT-2022-32,24223102865,1
VT-2022-32,24237726153,1
VT-2022-32,24237726162,1
VT-2022-32,24252430375,1
VT-2022-32,24252430385,1
VT-2022-32,24252430398,1
VT-2022-32,24252430405,1
VT-2022-32,24283328537,1
VT-2022-32,24283328547,1
VT-2022-32,24292361859,1
VT-2022-32,24292361867,1
VT-2022-32,24297393593,1
VT-2022-32,24297393604,1
VT-2022-32,24300154539,1
VT-2022-32,24300154545,1
VT-2022-32,24317200439,1
VT-2022-32,24317200443,1
VT-2022-32,24317200456,1
VT-2022-32,24317200467,1
VT-2022-32,24363375462,1
VT-2022-32,24363375471,1
VT-2022-32,24376899901,1
VT-2022-32,24376899910,1
VT-2022-35,24143139941,0
VT-2022-35,24143139952,0
VT-2022-35,24143139969,0
VT-2022-35,24143139981,0
VT-2022-35,24153664046,0
VT-2022-35,24153664063,0
VT-2022-35,24184523476,0
VT-2022-35,24184523478,0
VT-2022-35,24184523481,0
VT-2022-35,24184523504,0
VT-2022-35,24189017219,0
VT-2022-35,24189017221,0
VT-2022-35,24223102848,0
VT-2022-35,24223102855,0
VT-2022-35,24237726143,0
VT-2022-35,24237726152,0
VT-2022-35,24237726164,0
VT-2022-35,24237726174,0
VT-2022-35,24252430388,0
VT-2022-35,24252430401,0
VT-2022-35,24283328530,0
VT-2022-35,24283328538,0
VT-2022-35,24292361858,0
VT-2022-35,24292361879,0
VT-2022-35,24297393605,0
VT-2022-35,24297393613,0
VT-2022-35,24305513749,0
VT-2022-35,24305513761,0
VT-2022-35,24317200444,0
VT-2022-35,24317200459,0
VT-2022-35,24363375449,0
VT-2022-35,24363375465,0
VT-2022-35,24363375473,0
VT-2022-35,24363375481,0
VT-2022-35,24376899904,0
VT-2022-35,24376899912,0
VT-2022-35,24556316785,0
VT-2022-35,24556316796,0
VT-2022-35,24637177510,0
VT-2022-35,24637177517,0
VT-2022-35,24699947525,0
VT-2022-35,24699947539,0
VT-2022-35,24726282600,0
VT-2022-35,24726282609,0
VT-2022-35,24737864028,0
VT-2022-35,24737864030,0
VT-2022-35,24737864034,0
VT-2022-35,24737864038,0
VT-2022-35,24764786936,0
VT-2022-35,24764786940,0
VT-2022-35,24764786946,0
VT-2022-35,24764786949,0
VT-2022-35,24793389831,0
VT-2022-35,24793389844,0
VT-2022-35,24793389856,0
VT-2022-35,24793389870,0
VT-2022-35,24793389878,0
VT-2022-35,24793389884,0
VT-2022-35,24848598849,0
